City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
178,Ust-Kuyga,RU,2021-05-30 23:07:18,70.0167,135.6,59.11,44,99,5.1
179,Luderitz,NA,2021-05-30 23:07:18,-26.6481,15.1594,57.65,67,1,16.44
180,Saint-Philippe,RE,2021-05-30 23:07:19,-21.3585,55.7679,71.19,81,31,5.91
181,Solhan,TR,2021-05-30 23:07:19,38.9634,41.0293,54.9,49,0,2.3
182,Sao Joao Da Barra,BR,2021-05-30 23:07:19,-21.6403,-41.0511,73.72,92,51,5.06
183,Berlevag,NO,2021-05-30 23:03:10,70.8578,29.0864,42.26,94,100,22.17
184,Port Alfred,ZA,2021-05-30 23:04:46,-33.5906,26.891,57.22,67,97,12.06
185,Safranbolu,TR,2021-05-30 23:07:20,41.2508,32.6942,57.76,92,67,2.59
186,Igbaras,PH,2021-05-30 23:07:20,10.7157,122.2657,81.61,81,56,1.19
187,Buala,SB,2021-05-30 23:07:21,-8.145,159.5921,83.01,76,71,5.55
188,Veydelevka,RU,2021-05-30 23:07:21,50.1521,38.4492,54.54,95,90,7.16
189,Tosham,IN,2021-05-30 23:07:21,28.8833,75.9167,88.7,28,14,5.82
190,Bundaberg,AU,2021-05-30 23:07:22,-24.85,152.35,69.22,52,0,5.01
191,Port Lincoln,AU,2021-05-30 23:07:22,-34.7333,135.8667,55.87,39,100,14.63
192,Hamilton,US,2021-05-30 23:05:37,39.1834,-84.5333,66.94,63,40,1.99
193,Hasaki,JP,2021-05-30 23:07:23,35.7333,140.8333,73.18,65,26,12.57
194,Karratha,AU,2021-05-30 23:06:53,-20.7377,116.8463,65.98,74,7,10.4
195,Severo-Kurilsk,RU,2021-05-30 23:07:23,50.6789,156.125,38.98,97,100,21.07
196,Singaparna,ID,2021-05-30 23:07:23,-7.3515,108.111,71.35,98,98,0.78
197,Usogorsk,RU,2021-05-30 23:07:24,63.4106,48.6872,31.21,86,15,4.45
198,Shemonaikha,KZ,2021-05-30 23:07:24,50.6328,81.9056,51.46,71,23,2.39
199,Outlook,CA,2021-05-30 23:07:24,51.5001,-107.0513,69.67,21,5,2.93
200,Valparaiso,CL,2021-05-30 23:06:24,-33.0393,-71.6273,65.84,39,0,15.82
201,Kruisfontein,ZA,2021-05-30 23:07:25,-34.0033,24.7314,54.88,77,100,5.28
202,Panzhihua,CN,2021-05-30 23:07:25,26.5851,101.7128,71.31,77,28,2.28
203,Iqaluit,CA,2021-05-30 23:05:15,63.7506,-68.5145,38.7,80,100,5.99
204,Tieling,CN,2021-05-30 23:07:26,42.2931,123.8414,65.37,53,11,5.64
205,Jatibonico,CU,2021-05-30 23:07:26,21.9419,-79.17,81.3,66,74,1.32
206,Ampere,BR,2021-05-30 23:07:26,-25.915,-53.4728,53.67,57,28,5.53
207,Fort Nelson,CA,2021-05-30 23:07:27,58.8053,-122.7002,74.48,25,78,2.39
208,Vizinga,RU,2021-05-30 23:06:01,61.0749,50.1031,31.08,80,2,4.52
209,Goderich,CA,2021-05-30 23:07:27,43.7501,-81.7165,54.91,70,5,7.27
210,Mariental,NA,2021-05-30 23:07:28,-24.6333,17.9667,59.16,33,65,6.38
211,Cuamba,MZ,2021-05-30 23:07:28,-14.8031,36.5372,60.15,67,0,0.83
